7F05DF86	62CB0DF1	1989 1995	
49302D7D	847EEDCC	2012 2014	
49302D7D	1042D22A	2012 2013	
49302D7D	7C7EE0D1	2012 2014	2012 2013	
49302D7D	1EB3CBA4	2012 2015	
49302D7D	7BE7790A	2012 2015	
49302D7D	8273983A	2012 2014	
49302D7D	80654B3D	2012 2014	
49302D7D	85065CF8	2012 2014	2012 2013	
84C307A1	84FCC0D8	1979 1983	
84C307A1	847899D8	1979 1983	
7F57E554	7E77FC3E	2004 2006	2004 2006	
7F57E554	7DCDC5DA	2004 2005	
7F57E554	7E316AE2	2004 2006	
7F57E554	8494CC9A	2004 2011	
7F57E554	7E87EB39	2004 2006	2004 2006	
7AFD9488	8011036D	2005 2007	
09EFBC10	10EBC610	2007 2007	
09EFBC10	09EFBC10	2007 2007	
09EFBC10	233480E2	2007 2007	
09EFBC10	7C7D1AA6	2007 2007	
09EFBC10	77765DEF	2007 2007	
78E09033	78E09033	2009 2011	2009 2010	2010 2011	
78E09033	83999CD8	2010 2014	
78E09033	71598BF4	2009 2011	
78E09033	801DEEBB	2009 2011	
78E09033	7F5AD428	2010 2014	2010 2014	
78E09033	20F061A1	2009 2012	2009 2011	
78E09033	803D3562	2009 2013	
396884C9	7D9B78CC	2011 2013	
396884C9	7ED1C6C5	2011 2013	2011 2012	
396884C9	7F5AD428	2011 2014	2011 2013	
396884C9	77BA3F34	2011 2015	
396884C9	7EBF2A9D	2011 2016	
396884C9	396884C9	2011 2011	
396884C9	76230F36	2011 2016	
396884C9	7D66F0DC	2011 2013	
786C8AF1	3BF2B353	2012 2015	
786C8AF1	795F7D7D	2012 2015	
786C8AF1	80B6AFF2	2012 2015	
786C8AF1	84FAF4D9	2012 2015	
7D31C306	80BE6E8C	2000 2007	
7D31C306	817A6ECC	2000 2007	
7D31C306	7D782FF3	2000 2010	
7D31C306	7F54ABB8	2000 2008	
7D31C306	75FCDF60	2000 2009	
7D31C306	7EBD27F7	2000 2010	
7D31C306	003A4770	2000 2009	
7D31C306	802C378E	2000 2010	
7D31C306	7D168234	2000 2010	
7D31C306	7D0F8D63	2000 2009	
7D31C306	850847CB	2000 2009	
7D31C306	7D6B465E	2000 2010	
850847CB	8639D486	2010 2014	2009 2014	
850847CB	0D02BCA6	2009 2010	2009 2011	2009 2010	2009 2013	
850847CB	03582282	2010 2012	2010 2013	2009 2013	
850847CB	7DBBAAC3	2009 2011	
850847CB	774515B3	2009 2011	
850847CB	80814C18	2010 2014	
850847CB	7CB9C8C0	2010 2011	
850847CB	84C8A02E	2010 2013	2009 2013	
850847CB	7E2BBB0A	2010 2012	
850847CB	7E82D019	2009 2010	
850847CB	7D82CA42	2010 2013	
850847CB	8105E2ED	2009 2011	2009 2012	2009 2013	
7E8E7732	7D78549B	2015 2016	
7E8E7732	84958182	2015 2016	
7E8E7732	063EFE5E	2015 2016	
7E8E7732	7E80D3C0	2015 2016	
7E8E7732	7DCA923D	2015 2016	
7E8E7732	815F4B3F	2015 2016	
03318F86	813A6EAD	2007 2008	
03318F86	013E27EB	2007 2008	
82615ADD	775D739B	2000 2011	
82615ADD	7D3D096F	1998 2004	2000 2002	
82615ADD	84AAC933	2000 2006	
82615ADD	7D82CA42	1998 2009	2000 2009	
82615ADD	6DC4E18D	1998 2003	2000 2003	2000 2005	2000 2006	
82615ADD	7D6EF172	1998 2006	
82615ADD	81B26536	1998 1998	
82615ADD	8176481D	1998 2001	2000 2001	
82615ADD	81188629	2000 2006	
7C645EA4	7BE0D9BC	2011 2013	
7C645EA4	8112872A	2011 2013	
7C645EA4	852BBB47	2011 2013	
7C645EA4	841F0B3A	2011 2013	
7C645EA4	72F9A101	2011 2013	
7C645EA4	7EB982E9	2011 2013	
7C645EA4	83CBC302	2011 2013	
7DD6C7AD	761AC734	2010 2011	
7E6CD942	51D985F7	2002 2004	
7E6CD942	795F7D7D	2002 2006	
7E6CD942	771E2668	2002 2004	
7E6CD942	77221471	2002 2004	
7E6CD942	1042D22A	2002 2004	
7E6CD942	76475CCE	2002 2006	
7E6CD942	7FBB2535	2002 2002	
7E6CD942	7D4AA4F2	2002 2004	
7E6CD942	129EA45D	2002 2006	
7E6CD942	7D7EAEDA	2002 2004	
7E6CD942	84D77C3B	2002 2003	
7E6CD942	79F99FAB	2002 2006	
7E6CD942	1313E205	2002 2002	
7E6CD942	496439EB	2002 2006	2002 2009	
7E6CD942	7DD5BCA5	2002 2004	
7E6CD942	8635CFB3	2002 2004	
7DC737DB	7E0F041D	2005 2007	
7DC737DB	8583C1EF	2005 2007	
705D641D	7F733322	2009 2011	
705D641D	7D5459D0	2009 2011	
705D641D	705D641D	2009 2011	
7FCF56A7	433999DF	2005 2005	
7FCF56A7	7B0A42B7	2005 2005	
7FCF56A7	1E0967A4	2005 2005	
7FCF56A7	81674A06	2005 2007	2005 2006	
7FCF56A7	7E57D209	2005 2005	
7FCF56A7	6D6D3AF8	2005 2007	
7FCF56A7	805869F0	2005 2007	
7FCF56A7	7DEBB0CB	2005 2007	2005 2006	
7FCF56A7	3C59AB98	2005 2006	
7FCF56A7	0E66FAC7	2005 2007	2005 2006	
7FCF56A7	86363E7F	2005 2005	
7FCF56A7	78F8942C	2005 2007	
805D5D03	805D5D03	2008 2010	
805D5D03	84F56EDD	2008 2010	
805D5D03	8598160B	2008 2010	
755000AC	789B5028	2010 2014	
755000AC	7DF20109	2010 2014	
755000AC	755000AC	2008 2010	2008 2010	
755000AC	0B56A9C1	2008 2010	
755000AC	76E00E29	2008 2010	
755000AC	7D85FDB5	2008 2009	
755000AC	7C5C4357	2008 2010	
755000AC	123BAB28	2008 2010	
755000AC	10EBC610	2008 2009	2008 2010	
755000AC	80E4E3E9	2008 2009	
755000AC	81535721	2008 2009	2008 2010	
7E59159B	2AAF52EA	2001 2003	
7E59159B	81080773	2001 2001	
7E59159B	7E59159B	2001 2001	
7E59159B	821346C0	2001 2001	
7E59159B	7A983F01	2001 2003	
7A55F609	7A55F609	2011 2013	
7A55F609	7612C482	2011 2013	2011 2014	2013 2014	
7A55F609	812A3DB6	2011 2013	2011 2014	2013 2014	
7A55F609	852CAB71	2011 2013	
7A55F609	80906149	2011 2014	2013 2014	
7C0B6F0D	808C24F6	2008 2011	
7C0B6F0D	81378AB4	2004 2004	
7C0B6F0D	433999DF	2004 2006	
7C0B6F0D	802E3D7E	2004 2007	2004 2005	
7C0B6F0D	7DF1EC29	2004 2006	
7C0B6F0D	7ED0E74E	2004 2004	
7C0B6F0D	7D7A9C9F	2008 2011	
7C0B6F0D	847C07A5	2011 2014	
7C0B6F0D	77A8D3A4	2004 2010	
7C0B6F0D	83322EC5	2011 2014	
7C0B6F0D	7074E0A6	2008 2011	
7F7EE74E	7D090FEA	2001 2004	2001 2008	
7F7EE74E	0047CF30	2001 2007	
7F7EE74E	126545B4	2001 2007	
7F7EE74E	842B4AA3	1999 2000	
7FD797F2	2AB7D695	1986 1997	
7FD797F2	7BAC60FB	1986 1989	
7FD797F2	82835430	1986 1989	
7FD797F2	80E05423	1986 1989	
7FD797F2	800CACA6	1986 1989	
7FD797F2	80C5C2C2	1986 1989	
7FD797F2	174DB2AA	1989 1994	
7FD797F2	857593B4	1986 1997	
784B095F	0D3AE247	2011 2014	
784B095F	84FD1431	2011 2014	
784B095F	7BE7790A	2011 2013	
784B095F	84957A72	2011 2013	
784B095F	784B9736	2010 2012	2011 2012	
784B095F	7E6FAE00	2010 2011	
784B095F	84D9D926	2011 2013	
784B095F	AEF71F2C	2011 2016	
784B095F	7CA57A2A	2011 2013	
784B095F	7ED7B607	2010 2012	2011 2012	
784B095F	7AC7A32B	2011 2013	
784B095F	8283AFA5	2011 2012	
784B095F	7E144623	2011 2013	
784B095F	80D58ED8	2011 2012	
784B095F	7F477B32	2011 2014	
784B095F	7CC80E7E	2011 2015	
784B095F	7A947B97	2011 2013	
79392635	10A7E8D0	2001 2007	
79392635	7F031230	2001 2007	2001 2005	
79392635	119654C5	2001 2008	
79392635	776DF7B9	2001 2004	
79392635	817B8281	2001 2009	
79392635	84A25D33	2001 2002	
79392635	8546DE48	2001 2004	
79392635	7EC094A9	2001 2008	
11D4C8BC	7CD85EBC	2008 2015	
11D4C8BC	7B6844DA	2008 2010	
11D4C8BC	85036131	2008 2011	
11D4C8BC	810D2DAB	2008 2010	
11D4C8BC	77C93DE8	2008 2015	
11D4C8BC	78717D09	2008 2011	
11D4C8BC	7EC6A189	2008 2010	
11D4C8BC	7F7B7D8C	2008 2015	
11D4C8BC	73C3456B	2008 2011	
11D4C8BC	850397D2	2008 2015	
11D4C8BC	7FD8C6F3	2008 2011	
7E5D8F62	8056C90B	2002 2006	
7E5D8F62	797CDF8D	2002 2006	
7E5D8F62	7C4669BC	2002 2004	
7E5D8F62	802C378E	2002 2004	
7E5D8F62	81AF3A2B	2002 2004	
7FED6DED	0F139013	1988 1988	
7FED6DED	837C2BD7	1988 1989	
7FED6DED	75F09B8D	1988 1988	
7FED6DED	80E5C87A	1988 1989	
023DAC98	79BF5E2B	2003 2006	
023DAC98	80D94FB0	2003 2006	
023DAC98	7E404E22	2003 2004	
023DAC98	2AE7B5AF	2003 2004	2003 2005	
023DAC98	286AB102	2003 2006	
023DAC98	0B56A9C1	2003 2004	2003 2005	
023DAC98	856572CE	2003 2004	
023DAC98	7AA7C506	2003 2004	2003 2006	
023DAC98	7F54ABB8	2003 2006	
8513D3A5	84AAA235	2014 2014	
8513D3A5	123BAB28	2014 2014	
046A232A	82B332F7	2007 2008	
046A232A	7E7EF871	2007 2008	2007 2010	2007 2009	
046A232A	7EAB4FF5	2007 2008	
046A232A	0E66FAC7	2007 2010	
046A232A	81674A06	2007 2010	
046A232A	097B78CE	2007 2008	
046A232A	37B52914	2007 2008	
046A232A	83DCCE1F	2007 2008	2007 2010	2007 2009	
046A232A	7B6F49C4	2007 2008	
046A232A	1042D22A	2007 2010	
046A232A	7AED045C	2007 2008	
046A232A	8319B0B8	2007 2010	2007 2009	
07156532	79C72F03	1998 1999	
07156532	7DAB2459	1998 2010	
07156532	80C0034C	1998 1999	
07156532	7E01A353	1998 2010	
07156532	6C74E4B6	1998 2002	
07156532	7F2476CD	1998 2009	
6EB54630	78470629	2003 2005	2003 2003	2002 2005	2002 2003	2001 2005	2001 2003	
6EB54630	7F0AF1C8	2003 2004	2002 2004	2005 2004	
6EB54630	7E44381D	2003 2003	2002 2003	2001 2003	
6EB54630	7D6D1F3D	2001 2002	
6EB54630	7F000B28	2001 2002	
6EB54630	863C60FE	2001 2003	
6EB54630	7D7EAEDA	2001 2006	
7F1364D2	0D8F14E8	2012 2014	2012 2015	2013 2014	2013 2015	
7F1364D2	769FFE0B	2013 2015	
7F1364D2	76A4AFD4	2012 2015	2013 2015	
7F1364D2	75306C2B	2013 2015	
7F1364D2	7D8A194F	2013 2015	
7F1364D2	7F1364D2	2012 2014	2013 2014	
7F1364D2	80E3D08F	2013 2014	2013 2014	
7F1364D2	7D343B36	2012 2014	
7F1364D2	019CDF95	2012 2015	2013 2015	
7F1364D2	77A57E3A	2012 2016	
7F1364D2	7FAAA97F	2012 2014	
7F1364D2	7EF9A66F	2013 2015	
7F1364D2	7997DF6E	2012 2014	2012 2014	
7E66D89C	5F653421	2000 2002	
7E66D89C	7ADAB9C1	2000 2002	
7E66D89C	802A1369	2000 2002	
7E66D89C	7E054330	2000 2002	
7E66D89C	7945B8D1	2000 2002	
7E66D89C	77D2849B	2000 2002	
7E66D89C	7E0CA81B	2000 2002	
8504BF49	7E56FE9C	1988 1988	
8504BF49	847DEDF1	1988 1988	
8504BF49	7F031785	1988 1988	
8504BF49	768DDE19	1988 1988	
8504BF49	7F1D3C7E	1988 1988	
8504BF49	800FD29D	1988 1988	
8504BF49	832FF70F	1988 1988	
8504BF49	82854ABE	1988 1988	
8504BF49	43AE89E0	1988 1988	
8504BF49	7D1BF6D7	1988 1988	
84EA0490	84AE8B8C	2013 2015	
84EA0490	07D43A23	2010 2011	
84EA0490	84CFEE3B	2013 2015	
84EA0490	7DD46EA0	2013 2014	
84EA0490	84EA0490	2010 2011	2010 2011	
84EA0490	7E4B2D1A	2010 2011	
84EA0490	7F36FC42	2013 2014	
84EA0490	84BE5846	2010 2011	
84EA0490	7F4AD0DC	2013 2014	
84EA0490	7ED13AAC	2010 2011	
84EA0490	7DD29508	2010 2011	
84EA0490	807A2457	2013 2014	2013 2015	
103022CC	77221471	2001 2014	2001 2009	
103022CC	0D02BCA6	2001 2012	
103022CC	75E26D1A	2000 2001	2001 2001	
103022CC	84EB2739	1997 1999	1999 1999	
103022CC	7EE753E8	2001 2002	
103022CC	7ED7D1A9	1997 2007	1999 2007	
103022CC	805D5D03	2001 2008	
103022CC	7839E924	2000 2009	
103022CC	7DA920D7	1999 2006	1999 2006	
7DD017C2	80A92D6E	1995 2006	
7DD017C2	862AB76A	1995 1996	
7DD017C2	8199085B	1995 1996	
7D6333FB	8066734A	2011 2014	
7D6333FB	8591B911	2011 2014	
7D6333FB	80D6A09A	2009 2010	
7D6333FB	855F5EE3	2009 2010	
7D6333FB	7DA2305B	2009 2010	
7D6333FB	7ED05CC4	2009 2010	
7D6333FB	8063AABE	2009 2010	
7D6333FB	82A4A48D	2009 2010	
7D6333FB	7E01406F	2011 2014	
7D6333FB	80E4E3E9	2009 2010	
7D6333FB	7EE2F95A	2009 2010	
7D6333FB	7D85FDB5	2009 2010	
7D6333FB	82EE5836	2011 2014	
7D6333FB	7FD3CA85	2011 2014	
7D6333FB	8180E5E8	2011 2014	
7D6333FB	7D6333FB	2009 2010	
7D6333FB	7FF677FF	2011 2014	
7D6333FB	755D22F5	2009 2010	
7D6333FB	80B2CE5C	2009 2010	
0A5ECDB6	10B4C2BB	2008 2013	
80E4E3E9	855F5EE3	2009 2010	
80E4E3E9	7ED05CC4	2009 2010	
80E4E3E9	83512D05	2011 2014	
80E4E3E9	82A4A48D	2009 2010	
80E4E3E9	7FD3CA85	2011 2014	
80E4E3E9	77221471	2006 2008	
80E4E3E9	8066734A	2011 2014	
80E4E3E9	7EE2F95A	2009 2010	
80E4E3E9	83957B28	2006 2008	
80E4E3E9	7DA2305B	2009 2010	
80E4E3E9	755D22F5	2009 2010	
80E4E3E9	7C857356	2006 2007	
80E4E3E9	51D985F7	2006 2008	
7FC7E69B	51D985F7	2011 2012	
83568E2B	84B865DB	2013 2014	
83568E2B	8505D555	2013 2014	
83568E2B	7FAC5A26	2013 2014	
83568E2B	7D966B27	2013 2014	
79FF6E3A	7E82D019	2010 2010	
79FF6E3A	7D5B336C	2010 2010	2010 2011	
79FF6E3A	79FF6E3A	2010 2010	2010 2011	
3D80D136	84F3BE32	1996 2001	
7DD64278	7D5F1FD8	2001 2008	
7DD64278	28B71461	1988 1989	
7DD64278	80E5C87A	1988 1989	1987 1989	
7DD64278	823B91FF	1988 1988	1987 1988	
7DD64278	7E82435D	2001 2004	
7DD64278	7FED6DED	1988 1988	
7DD64278	096B1483	2001 2006	
7DD64278	7EE3840C	1987 2010	
7D586D1C	8551D798	2002 2013	
7D586D1C	7E80C4FF	2004 2008	
7D586D1C	7F494298	2004 2007	
7D586D1C	8028804F	2004 2009	2004 2008	
7D586D1C	09EFBC10	2004 2007	2004 2007	
7D586D1C	1F0EE4BF	2004 2005	
7D586D1C	736074A1	2002 2013	
7D586D1C	7F60458E	2004 2008	
7D586D1C	825D252E	2002 2004	
7D586D1C	7788AC8C	2002 2002	2002 2002	
7D586D1C	2B9D8E01	2002 2007	
7D586D1C	7ED6E556	2002 2006	
7D586D1C	84BC4F87	2004 2007	
7D586D1C	7E39073B	2004 2005	2002 2005	
7DBAED79	851BC34F	2010 2011	
7DBAED79	78E09033	2010 2011	
7DBAED79	7DB7E03F	2010 2011	
7DBAED79	816A0D5F	2010 2011	
7DBAED79	85477E65	2010 2011	
7DBAED79	80CC7AAE	2010 2011	
7DBAED79	7FEB8AC0	2010 2011	
7DBAED79	81378AB4	2010 2011	
7B9DFE86	72FE52A4	2015 2016	
7B9DFE86	7F4CA361	2015 2016	
7B9DFE86	7584134F	2015 2016	
7B9DFE86	7FC400DE	2015 2016	
84EFA879	84AAAEF1	1997 2001	
84EFA879	80D58ED8	1997 2000	1997 2012	
84EFA879	70588ECB	1997 2012	
84EFA879	77C8C142	1997 2012	
84EFA879	7E3BB59C	1997 2012	
84EFA879	7FA685ED	1997 2000	
790DD751	7EF9A66F	2012 2013	2012 2014	
790DD751	84F59D27	2012 2014	
790DD751	84FAF4D9	2012 2015	
790DD751	80B6AFF2	2012 2015	
790DD751	788DB547	2012 2013	
790DD751	84A23D68	2012 2015	
790DD751	795F7D7D	2012 2015	
790DD751	3BF2B353	2012 2015	
057BEB5B	7C382DF3	1987 1991	
057BEB5B	75405165	1987 1991	
83AB2A77	0DF85717	2002 2007	
83AB2A77	7C041526	2002 2007	
83AB2A77	1580DDF4	2002 2007	
7F1C430C	7DEBB0CB	1998 2001	2000 2001	
7F1C430C	80EDA1F7	2000 2011	
7F1C430C	7A07BE0C	1998 2008	
7F1C430C	7F0413A0	1998 2000	
7F1C430C	82615ADD	1998 2000	1998 1998	
7F1C430C	7DAE2CD6	1998 2001	2000 2001	
7F1C430C	775D739B	2000 2011	
7F1C430C	7F20BD13	1998 2004	2000 2002	
7F1C430C	7EFB069D	2000 2005	
7F1C430C	18922FBC	1998 2001	2000 2001	
7F1C430C	849DB317	2000 2006	
7F1C430C	77221471	1998 2009	2000 2009	
7F1C430C	6DC4E18D	1998 2003	2000 2003	2000 2005	2000 2006	
7F1C430C	767FB405	1998 2004	2000 2002	2000 2006	
7F1C430C	8148E2AE	1998 2000	1998 1998	
7F1C430C	81188629	2000 2006	
7F1C430C	2AE7B5AF	1998 2008	
7F1C430C	7FE4C660	1998 2001	2000 2001	
8339123E	7F072A6C	2004 2010	
8339123E	75923E7F	2004 2010	
7F321EE7	7DEBB0CB	2005 2007	
7F321EE7	43CA642D	2005 2007	
7F321EE7	71D929A5	2005 2007	
7F321EE7	1018B2CF	2005 2007	
79D6F54A	85590694	2005 2007	
79D6F54A	7DCDC5DA	2005 2007	
79D6F54A	862D0400	1998 2006	2001 2006	
79D6F54A	7D20E947	2005 2007	
79D6F54A	09B0E12B	2005 2010	
79D6F54A	80BE9FEB	2005 2007	
81070114	80B331E0	2014 2015	
81070114	7E57D209	2014 2015	
81070114	7A07BE0C	2014 2015	2014 2015	
7E2DBC1D	64E26038	2009 2010	
7E2DBC1D	77F7D197	2010 2011	2009 2011	
7E2DBC1D	79681A79	2009 2010	
7E2DBC1D	7D9D3ACD	2010 2011	2009 2011	
7E2DBC1D	84B92541	2010 2011	2009 2011	
7E2DBC1D	71AFFEAE	2009 2010	
0B56A9C1	62F44805	2002 2006	2006 2006	2004 2007	
0B56A9C1	10571169	2002 2006	
0B56A9C1	78CE3EAD	2002 2006	
0B56A9C1	8477C3C3	2012 2014	
0B56A9C1	7CF23861	2002 2014	2004 2014	
0B56A9C1	7D2ACEFD	2012 2013	
0B56A9C1	0A5ECDB6	2003 2007	
0B56A9C1	7EE2F95A	2010 2012	
0B56A9C1	7D1A3F69	2001 2008	
8039481B	7D178229	2009 2010	
8039481B	737033A8	2010 2015	
8039481B	75E23ADE	2010 2013	
8039481B	7C1EF326	2010 2012	
8039481B	80B66696	2010 2012	
8039481B	7E3BB59C	2010 2014	
8039481B	7FAF197C	2006 2010	
8039481B	80DF6FBE	2010 2010	
854E8D19	0C008DCB	2013 2014	
854E8D19	84FE323D	2013 2014	
854E8D19	803939C2	2013 2014	
76C138FF	7FFDD71E	2004 2006	
76C138FF	676CB8AF	2004 2012	
76C138FF	7CCEBFE2	2004 2012	
76C138FF	2CF29FB5	2004 2012	
76C138FF	834F5CFD	2004 2012	
76C138FF	096B1483	2004 2006	
27E44956	731FDD24	1989 1989	
27E44956	2ACB7528	1984 1988	
27E44956	84F070EB	1989 1989	
27E44956	808CB1DB	1984 1990	
27E44956	02484C91	1984 1990	
27E44956	27E44956	1991 1994	1984 1984	1984 1989	1989 1989	1989 1989	
27E44956	7EB411EA	1984 1984	1984 1984	1984 1984	
27E44956	847FDD20	1984 1989	1989 1989	
27E44956	76C16D30	1984 1984	
27E44956	8107BB6B	1991 1995	
27E44956	4BFE4EC0	1991 1995	
27E44956	2B9D74BF	1984 1990	
8130EB37	816FD124	2011 2012	
8130EB37	81D9B570	2011 2012	
8130EB37	8130EB37	2011 2012	
8130EB37	7F3B1F9E	2011 2012	
8130EB37	761F790D	2011 2012	
8130EB37	7987039E	2011 2012	
8130EB37	8473D920	2011 2012	
7D49270A	80535E7D	2013 2015	2014 2015	
7D49270A	7830534A	2013 2015	2014 2015	
7D49270A	847D321D	2013 2015	2014 2015	
7D49270A	802C378E	2013 2015	2014 2015	
7D49270A	092EA352	2013 2015	2014 2015	
7D49270A	84BF04DA	2013 2015	2014 2015	
7D49270A	7341EC32	2013 2015	
7D49270A	7AC66673	2013 2015	2014 2015	
7D49270A	6D3FED0D	2013 2015	2014 2015	
7D49270A	0D34AFED	2013 2015	
815A68D1	8494CC9A	2007 2011	
815F4B3F	76F6ED7D	1990 2001	
815F4B3F	79F99FAB	2001 2007	
815F4B3F	7FD40342	2001 2007	
815F4B3F	7FEB8AC0	2001 2007	2001 2003	
815F4B3F	7CB1D709	1987 1990	
815F4B3F	795F7D7D	2002 2012	1991 1999	
815F4B3F	84A4B089	2012 2014	
815F4B3F	7876C4B0	2002 2007	
815F4B3F	77789FBF	1987 2015	
815F4B3F	7EC3F4A7	1995 2007	
815F4B3F	828F61CE	1990 2010	
815F4B3F	7D7E00B1	1991 1996	1987 1996	
815F4B3F	7D40349F	1995 2007	
84F4EEDE	7FC400DE	2014 2015	2014 2014	
84F4EEDE	7ED1B85D	2014 2014	
84F4EEDE	804CE85A	2014 2015	
84F4EEDE	7DD53324	2014 2015	2014 2014	
84F4EEDE	7F3CA7E9	2014 2015	
84F4EEDE	7F1800BF	2014 2015	
84F4EEDE	7F778088	2014 2015	
84F4EEDE	7E80C4FF	2014 2015	
84F4EEDE	812FC86B	2014 2015	
84F4EEDE	84D3E221	2014 2015	
84F4EEDE	75576D48	2014 2015	
84F4EEDE	0180DBC7	2014 2015	2014 2014	
84F4EEDE	84F40CF1	2014 2015	
84F4EEDE	0979FABC	2014 2015	
7C276A14	7C276A14	2005 2005	
7C276A14	05E6E415	2000 2001	
7C276A14	847A4374	2000 2001	
7C276A14	86243DA9	2005 2005	
7C276A14	7C432D2A	2000 2001	
7C276A14	7F0589D2	2000 2001	
7C276A14	79392635	2000 2001	
7A398B99	8627A92B	2010 2011	
7A398B99	848E2FA3	2010 2012	
7A398B99	80E5C87A	2010 2012	
7A398B99	7DE936D3	2010 2012	
7A398B99	80FFE0DD	2010 2011	
7A398B99	80463BC3	2010 2012	
7E6F10AF	7D903A6B	2009 2011	
7E6F10AF	28F36486	2009 2014	
7E6F10AF	2B9D8E01	2012 2013	
7E6F10AF	7D9D3B77	2012 2013	
7E6F10AF	7D353057	2009 2010	
7E6F10AF	7F2DCB1C	2009 2010	2009 2012	
7E6F10AF	7DF99380	2009 2013	
7E6F10AF	20F061A1	2012 2012	
7E6F10AF	7EDDAE96	2009 2014	
7E6F10AF	7D846B71	2009 2011	2009 2010	
7E6F10AF	76475CCE	2012 2013	
7E6F10AF	848B2C93	2012 2015	
7E6F10AF	7F60946D	2009 2012	
7713F7F2	7B185EA0	1988 1995	
7713F7F2	08C27957	1988 1993	
7713F7F2	030EFCE1	1988 1993	
7713F7F2	78A6050B	1988 1993	
49D5E254	7D4A354B	1994 1999	1994 1995	
49D5E254	71273188	1994 1995	
49D5E254	7888C805	1994 1996	
49D5E254	7D170842	1994 1998	
49D5E254	84FD1A48	1994 1996	
49D5E254	7E100CE1	1994 2006	
49D5E254	7B79FCBA	1994 1999	1994 1995	
0C4F1117	0309A224	2001 2001	
0C4F1117	7E35FAF0	2001 2001	
84D9B1A8	7E8A2356	1991 2001	
84D9B1A8	7CEC6DC7	1991 2001	
84D9B1A8	7915F15B	1991 2001	
84D9B1A8	7B5DE652	1991 2001	
84D9B1A8	85D8F907	1991 2001	
84D9B1A8	8000654E	1991 1994	
84D9B1A8	02E1D98B	1991 2001	
7ECB42F0	852D9520	2000 2000	
7ECB42F0	7BDD31AF	1992 1994	
7ECB42F0	80A84120	2006 2007	
7ECB42F0	77A051F4	1992 2009	
7ECB42F0	83F83854	2006 2007	
7ECB42F0	811BD9D3	1992 1998	1992 1997	
7ECB42F0	815F4B3F	1991 1992	
7ECB42F0	7ECB42F0	2000 2000	
7ECB42F0	58E0952A	1992 2009	
7ECB42F0	2AE7B5AF	1991 1992	1992 1995	
7ECB42F0	7795CB03	1991 2012	
7ECB42F0	7EBC102D	1991 2012	
0E8D6962	4864DFAE	1986 1987	1986 1988	
0E8D6962	7C270E79	1986 1987	1986 1988	
84D77C3B	788250E9	2003 2011	
84D77C3B	84902E62	2003 2008	
84D77C3B	77221471	2003 2008	2003 2010	
84D77C3B	7E037997	2003 2008	
84D77C3B	79DBFF66	2003 2010	
84D77C3B	810C202C	2003 2010	
84D77C3B	847D5069	2003 2010	
804679A2	7E03918C	2006 2015	
804679A2	10926C15	2003 2013	2006 2013	
804679A2	7D53EC7A	2003 2014	2006 2014	
804679A2	767FB405	2003 2015	
804679A2	7EFB069D	2003 2005	2006 2005	
804679A2	6DC4E18D	2003 2005	2006 2005	
804679A2	814B0DB1	2003 2015	
804679A2	7C08330A	2003 2013	2006 2013	
804679A2	77221471	2003 2009	2006 2009	
78E539BE	7FC3F264	2010 2011	
78E539BE	76B45A73	2010 2011	
7525F955	84D12429	2013 2014	
7525F955	AC68A9E2	2014 2015	
7525F955	814D9EE2	2010 2010	
7525F955	95BB958E	2013 2016	2014 2016	2014 2015	
7525F955	84A7A18A	2013 2015	
7525F955	7EE510D0	2013 2015	
7525F955	0D02BCA6	2010 2010	
7525F955	783A0D90	2010 2010	
7525F955	8201FAAB	2013 2016	2014 2016	2014 2015	
7525F955	84E61BAA	2013 2015	2013 2015	
7F71FD29	7F6081F0	2003 2005	
7F71FD29	810F8A2D	2002 2003	
7F71FD29	2978E5F9	2003 2005	
7F71FD29	7F71FD29	2002 2003	
7F71FD29	84ABB3AA	2003 2005	
7F71FD29	7514CDBC	2003 2005	
7F71FD29	78E07B7A	2003 2005	
7F71FD29	0B56A9C1	2003 2005	
792697AF	7E57D209	2014 2014	
792697AF	82E04689	2014 2014	
792697AF	86274245	2014 2014	
792697AF	7F5AD428	2014 2014	
792697AF	77221471	2014 2014	
7E99F5C4	7FFDACD3	2015 2016	
82371C8D	7E02F7FE	2004 2005	
4462308E	7612C482	2003 2009	
4462308E	77D26EBD	2003 2009	
4462308E	82B1C4AE	2003 2009	
803ECB99	2AE58FEA	2008 2011	
803ECB99	862B969D	2008 2011	
803ECB99	828F61CE	2008 2010	
803ECB99	51D985F7	2008 2011	
803ECB99	09F0BA79	2008 2009	
803ECB99	771E2668	2008 2011	
803ECB99	8450AC66	2008 2010	
803ECB99	77A95E1E	2008 2009	
803ECB99	85128A7E	2008 2011	
803ECB99	7C95E779	2008 2011	
803ECB99	81A98CFD	2008 2011	
7FE436DC	7D53EC7A	2010 2014	
7FE436DC	7F7BC34C	2010 2014	
7FE436DC	7E1FDE8B	2010 2014	
7FE436DC	7CFE6DE4	2010 2014	
7FE436DC	8515A1A7	2010 2014	
7FE436DC	7E8B2C6E	2010 2014	
70DBDFEA	80B2CE5C	2010 2012	
70DBDFEA	849F0972	2010 2012	
70DBDFEA	7AFAD970	2010 2015	
70DBDFEA	7EE2F95A	2010 2012	
70DBDFEA	82A4A48D	2010 2012	
70DBDFEA	84BB85F9	2010 2015	
70DBDFEA	7D82CA42	2010 2015	
800B08F4	796495BF	2006 2008	
