7A2A3AFA	7819DAB5	1999 2004	2004 2005	
7A2A3AFA	80B64BFD	1999 2004	2004 2005	
81229EA2	03712938	2005 2010	
7F422707	7D0216CB	1993 1994	
7F422707	86205434	1993 1994	
32A847D4	292C39AB	2007 2010	
32A847D4	7EA2667A	2010 2014	2015 2014	2015 2014	
32A847D4	7A0D0BB2	2013 2014	
7FFE6AE0	84E4AA32	2008 2014	
7FFE6AE0	0F3CE1EC	2008 2014	
7FFE6AE0	7FFE6AE0	2008 2014	
849597A3	7FE436DC	2013 2014	
849597A3	7FBD5824	2013 2014	
7E7B8CEF	7E7B8CEF	1994 2007	
7E7B8CEF	7FFAEA32	2007 2010	
7E7B8CEF	77E9118B	2007 2010	
10795976	10795976	2012 2014	
10795976	7DC90600	2012 2014	
7B43F5A0	7678A5A8	2010 2014	
7B43F5A0	7740DFD9	2010 2011	2010 2012	
7B43F5A0	7892D3DB	2010 2015	
7F647AEC	80936524	2013 2014	
7F647AEC	7FE366CF	2011 2014	
7F647AEC	8028C0E5	2013 2014	
7F647AEC	7CF354A4	2013 2014	
080B2C01	806C0B71	1996 1998	
080B2C01	822A2BC7	1996 1998	
768890A1	7A1BFD53	1990 1992	
768890A1	85C9A323	1990 1992	
0CCEC812	7C0BEC8C	2014 2015	
0CCEC812	86176B6C	2014 2015	
7FDD2DBA	814E4E3D	2013 2015	2013 2015	
827DC3F5	754E8321	1996 1997	
827DC3F5	7A98A429	1996 1997	
827DC3F5	62971F08	1996 1997	
827DC3F5	84B57A08	1996 1997	
7B64ED4D	7583673F	1994 2006	
7B64ED4D	80A11395	1994 2006	
7B64ED4D	814B5EDF	1994 2006	
78D9FC35	8312C150	1992 1994	
78D9FC35	7E797621	1992 2007	
78D9FC35	743FB46C	2006 2007	
78D9FC35	1127D9F2	2006 2010	
78D9FC35	7F1CC0AD	2006 2007	
841BADA0	7FFB607D	2005 2006	2005 2006	
76CB4D66	76CB4D66	2005 2008	
7CE929DE	81C3EB63	2004 2007	
7E9F8490	78EBC689	2011 2014	
7E9F8490	80D45A61	2011 2014	
7E9F8490	813BC0A6	2011 2014	
7E9F8490	8155AF94	2011 2014	
851EA590	8028AB85	2007 2010	
851EA590	7EA21D96	2015 2015	2007 2010	
851EA590	76209003	2007 2010	
851EA590	7F9FD80C	2007 2010	
851EA590	851EA590	2015 2015	2007 2010	
851EA590	4A0ABC8B	2015 2015	2007 2010	
81654DE8	7DF1801F	2011 2012	2010 2012	
81654DE8	79850801	2011 2012	2010 2012	
81654DE8	8206BEA3	2010 2011	
81654DE8	7954AFC4	2011 2012	2010 2012	
81654DE8	7A29F5E2	2010 2015	
7F3A79BD	7F51146C	2007 2012	
7F3A79BD	76F68ABE	2007 2012	
7F3A79BD	5F218987	2007 2012	
84EDC67C	7DE44E16	2004 2008	
84EDC67C	01E4FE7D	2004 2008	
7EE1E1F4	75458759	2000 2006	
7EE1E1F4	7FBAE9EC	2000 2002	
7EE1E1F4	7E82BE51	2000 2002	
7EE1E1F4	7DC2D174	2000 2006	
82FB3C15	787FD25B	2005 2006	
775B55F1	79F9A56A	1993 2006	
64D40783	64D40783	1995 1995	
862C95DC	862C95DC	2015 2015	
28FC7412	7DCE21F1	2004 2015	
28FC7412	848B99C1	2004 2015	
28FC7412	7FBBF220	2004 2015	2004 2006	
7D22F97E	0056D99D	2001 2001	2001 2001	
7D22F97E	78200A39	2001 2001	2001 2001	
7D22F97E	7DA9E514	2001 2001	2001 2001	
77D05541	75191BD2	2000 2014	
7CC4AD31	0EB9735F	2007 2013	
7CC4AD31	7FA86F9E	2007 2013	
7E511C22	7D81A54C	2011 2013	
806D4085	757C7FA8	2005 2008	
806D4085	7655A6CD	2006 2013	
806D4085	53998EFA	2005 2008	
7984E831	7DC528A5	2013 2014	
7F926327	7CF4D1C6	2005 2007	
7F926327	790FF345	2005 2007	
7F926327	0D88E511	2005 2007	
7D8CC523	831FC55E	2013 2014	
7D8CC523	803CE7C2	2013 2015	
7D8CC523	0D3ED27D	2013 2015	
76C08A4E	7F1CB05B	2000 2002	
76C08A4E	7D299048	2000 2012	
76C08A4E	7B547E2E	2000 2012	
844419F8	0FBD40F7	1986 1987	
844419F8	7D472945	1986 1987	
4A1C278A	7B120353	2000 2002	
4A1C278A	4844CD7A	2000 2011	2002 2011	
4A1C278A	8638C4DB	2000 2007	2000 2007	
4A1C278A	78E07205	2000 2005	2000 2005	2002 2005	
85631A5F	0FBD40F7	1986 1987	
85631A5F	7D472945	1986 1987	
7F3176D2	84A72B31	2014 2015	
76B50302	7A118BAC	2005 2013	
76B50302	2839E363	2005 2007	
76B50302	7FB15AFA	2005 2014	
75F0321B	7D2C9F13	1981 1993	
7D77A4E1	7F61B692	2014 2015	
7D77A4E1	8625B5AB	2014 2015	
8621E176	7ED17B4D	1984 1986	
7E7DB355	779CF121	2012 2014	
7E7DB355	803D189A	2012 2014	
7E7DB355	77DC7622	2012 2014	
7DDBE7B9	7D649DFC	1992 1993	
7EF8298A	7E0B90BA	2010 2012	
7EF8298A	761AF842	2008 2015	
76832526	7FDF0480	2013 2015	
7F5944CA	12AFCB34	1994 1999	
7F5944CA	7EFBE6B1	1994 1998	
7F5944CA	7BF9F2C6	1994 1998	
7F5944CA	0D19F9F4	1994 1999	
8158B5D2	8158B5D2	2010 2011	
8158B5D2	030A97EB	2010 2011	
8158B5D2	7FF9288A	2010 2011	
807DCA7A	7BC47233	2007 2011	
807DCA7A	849F1310	2007 2011	
807DCA7A	816D3B8B	2007 2015	
8188E6CE	7DBE521C	2007 2008	
8188E6CE	7EA51AF4	2007 2008	
8188E6CE	0ECE81A6	2007 2008	
7A6882E9	7E5EA054	2010 2013	
7A6882E9	7AD55B4F	2010 2015	
862FE829	5C14F19D	1996 1997	
7F7F9ED3	4380D141	1990 1998	
7F7F9ED3	24024EB3	1990 1997	
7F7F9ED3	7FBE72C5	1990 1998	
8126CEA3	80CAE0DC	2002 2006	
8126CEA3	814882B7	2002 2006	
8126CEA3	7FCEB326	2002 2006	
8126CEA3	79F9A56A	2002 2006	
85D411FC	7D7912DB	2010 2011	
85D411FC	85D411FC	2011 2014	2010 2011	2014 2015	2015 2014	
85D411FC	7E94C3E0	2010 2015	
85D411FC	7D911C7F	2014 2015	
85D411FC	7D1D9836	2010 2015	
85D411FC	7EE5D112	2011 2014	2010 2011	2015 2014	
7F575097	7FA0BCBC	2010 2015	
7F575097	7DAB7ADE	2007 2008	
0D1EBFB7	797EA2AB	2007 2010	
0D1EBFB7	838E5585	2007 2010	
0D1EBFB7	2979D0EC	2007 2010	
77875501	80DDD75D	2010 2011	
77875501	18DA4241	2010 2011	
77875501	7D6A4C6F	2010 2011	
77875501	81677B42	2012 2013	
7DDE6ED8	8036D8DC	1990 1992	
7DDE6ED8	7E16380F	1990 1992	
863A46AE	7A626BA0	1987 1991	
863A46AE	7FCC8DB8	1987 1999	1987 1990	
863A46AE	81502384	1987 1991	
8085509E	857AA29F	2005 2011	
8085509E	129794E3	2005 2006	
8085509E	81642228	2005 2011	
8085509E	216E60E4	2005 2006	
7E5989CA	83F5DE02	1982 1987	
72BA29BB	83D4C7A2	2014 2015	
72BA29BB	7A8243B5	2014 2015	
7DA9E3B1	7F8A8921	2002 2007	
7DA9E3B1	7ACDEC68	2004 2007	
7DA9E3B1	77C5E3E9	2002 2007	
7B55C7F9	149E278E	1987 1994	
77DE3E95	77DE3E95	2014 2015	
81F4A4C3	062A0022	1993 1994	
81F4A4C3	7ECC136F	1993 1994	
7D51F580	8141C73D	2004 2007	
7D51F580	8056359B	2004 2005	
7D740EA4	7EF88FAC	2011 2013	
7F18BB55	7F18BB55	2004 2005	
7F18BB55	7E5D6CF5	2004 2005	
0C60B20B	80C8D6F2	2005 2010	
0C60B20B	77E9118B	2005 2010	
4B12C72C	7FBA6B7C	2014 2015	
4B12C72C	75E32EA8	2014 2015	
7BBE00FE	7EDB1DE0	2010 2015	
7BBE00FE	7E7853FE	2010 2015	
7F88344B	7FEE8FBF	2008 2013	
7F88344B	7E443432	2008 2015	
806C31A8	806C31A8	2006 2006	
806C31A8	816D3B8B	2006 2006	
806C31A8	7D859FE8	2006 2010	
806C31A8	0A372E6D	2006 2007	
815ABBF4	80DAC4DE	1998 1999	
815ABBF4	7D347A8B	1998 1999	
815ABBF4	7E644D4A	1998 1999	
860CDCD9	7DC27F97	2005 2008	
81788D5C	80C1CC1B	2012 2015	
81788D5C	581DE95E	2012 2015	
81788D5C	7922FD2D	2012 2015	
0519E002	6C5B8284	1998 2002	1997 2006	
0519E002	10A00ACB	1998 2005	
0519E002	7E56658D	1997 2010	
7E91D9AF	8020AF70	2005 2006	
7E91D9AF	76AF7B26	2005 2006	
7E160393	7EDF1D46	1986 1998	
7E160393	23809EF1	1986 1998	
7E160393	73233A95	1986 1991	
77D60AB1	10F54E17	2005 2011	2005 2011	
77D60AB1	1F268635	2005 2011	2005 2011	
77D60AB1	77D60AB1	2002 2003	2002 2004	1996 1998	
82155427	82155427	1989 1993	
82155427	79610A77	1989 1993	
82155427	8272807F	1989 1993	
7AD55B4F	788C40E3	2002 2010	1996 2010	
8032186F	08C27957	2005 2008	
832DFEC9	75E846B7	2011 2011	
832DFEC9	853D1349	2011 2011	
832DFEC9	7F8B4285	2011 2011	
7F9AEAA0	7C222F30	1994 1997	
7F9AEAA0	02C273A4	1994 1997	
7DD5F655	7740DFD9	2005 2005	
7FA1C263	7E14EDEC	2014 2015	
7FA1C263	7FA830F3	2014 2015	
76E12510	82BB5B0D	2008 2010	
76E12510	83D50CDD	2008 2010	
7F6D864C	3490D5EE	2013 2014	
7F6D864C	80A16DB6	2013 2012	
7F6D864C	827D1D40	2013 2014	2013 2012	2013 2014	
7F6D864C	7A2F8E2D	2013 2014	
7F6D864C	7F084423	2013 2012	
7F6D864C	7D1BB0A7	2013 2014	
7EEB2152	007BA2C8	2014 2015	
785F1E6D	76D36103	2002 2007	
76A3E97B	1EAFC7AC	2011 2014	
76A3E97B	7F35D021	2011 2014	
6C3273E6	71EAEEE8	2013 2014	2013 2015	
04A18C73	7F3F6434	2007 2015	
04A18C73	7723985E	2007 2015	
0C5D5D5F	0E2BB460	1988 1990	
0C5D5D5F	0C5D5D5F	1988 1990	1988 1992	
0C5D5D5F	15583C2F	1988 1992	
7A3D39A8	80901FDC	2004 2008	
7A3D39A8	803D189A	2004 2005	
7A3D39A8	808006B9	2004 2008	
7E56658D	7E41869C	2010 2011	
7E56658D	7C517784	2010 2010	
7E56658D	13DCFDE3	2010 2011	
5A6061DF	7D3E03A4	2000 2004	
5A6061DF	79AF2DC1	2000 2004	
788C9A42	7ED5056A	1986 1987	
788C9A42	7C4E015E	1986 1987	
285CC191	77F7D484	2007 2010	
285CC191	761E97A3	2007 2010	
285CC191	75D82BA0	2007 2010	
804A02DD	80D45B35	2004 2006	
804A02DD	0989E2F6	2004 2014	
804A02DD	79E3F72F	2004 2008	
804A02DD	7D61629E	2004 2006	
7E282B7B	7DF5EE6D	1994 1994	
7E282B7B	7FBE72C5	1994 1994	
7E282B7B	7FA4F1B0	1994 1994	
7F79698F	79D39442	1990 1992	
7F79698F	7E16380F	1990 1992	
859619A7	7682BC83	2015 2015	
859619A7	7DE5C33B	2015 2015	
859619A7	7E527883	2015 2015	
7D300469	831D1BD5	2013 2014	
7D300469	7E48746E	2013 2014	
7D300469	06DD3B26	2013 2014	
7D300469	0C36410B	2010 2012	
6079B607	8074CAED	2010 2011	
6079B607	7CB31A76	2010 2012	
6079B607	7D0E43B9	2010 2011	
6079B607	7CCD8567	2010 2012	
7A7E6AAD	7DA9E514	2001 2001	
7A7E6AAD	0056D99D	2001 2001	
7A7E6AAD	0FB0613C	2001 2001	
7E4A8C93	094C5278	2007 2013	2007 2012	2007 2013	
7E4A8C93	77C0E97B	2007 2013	
84C21D03	7DBC1129	2013 2015	
84C21D03	84DF16DC	2013 2015	
8500E135	127F65B0	2002 2002	
8500E135	7A35C83B	2002 2002	
8500E135	0D01CB00	2002 2002	
8500E135	718F9819	2002 2002	
8500E135	7C672432	2002 2002	
7522AD55	7AA9F169	1991 1992	
043F9922	7EF098C4	1994 1996	
043F9922	85064DAF	1994 1996	1994 1998	
043F9922	33BB10FA	1994 1996	
7B5D14F5	7EC23A14	1987 1988	
7B5D14F5	0F405753	1987 1988	
863C3E76	114767A7	1997 1997	
863C3E76	8096D6AB	1997 1997	
863C3E76	807B63E5	1997 1997	
863C3E76	81760D68	1997 1997	
81F0BDD1	7DE5C33B	1988 1993	
814B5EDF	7F88BB86	2006 2014	
814B5EDF	7B9CECEB	2006 2014	
104EEDCC	7E554D87	2008 2009	
104EEDCC	85A77D60	2008 2011	
104EEDCC	814D68F7	2008 2011	
7BAA4A2F	7E7C6B67	2006 2010	
7BAA4A2F	28B165C0	1997 2006	
7E0EFE0A	7FAA9170	2010 2014	
7E0EFE0A	808E7CD2	2010 2014	
85F9AD75	460804E8	2014 2015	
85F9AD75	801A28FB	2014 2015	
7FF1EF69	6017D0A8	1986 1987	
7935AD58	84E8B37D	1990 1991	
7935AD58	7D83CC4B	1990 1998	
7935AD58	7735E87A	1990 2006	
7AE6F64B	7AE6F64B	1991 1991	
7E4E895B	80BB2494	2006 2007	
7E4E895B	28BB7B2F	2006 2007	
7E4E895B	7E83BD65	2006 2007	
2930DF57	7D134C98	1988 1996	1988 1998	
2930DF57	76FB3322	1988 1996	1988 1998	
2930DF57	7D72C92A	1987 1992	
7C8E1E69	7ED25CEA	1999 2000	
7C8E1E69	7DBE830A	1999 2000	
7C8E1E69	771A2A5B	1999 2000	
7C8E1E69	80EFD586	1999 2000	
26A9AF29	7F275504	1984 1994	
16480956	78613A35	2002 2002	
16480956	16480956	2002 2002	
7E2E36DF	7B803028	2013 2015	
7E2E36DF	7EEDD490	2008 2010	
7E2E36DF	8035073D	2013 2015	
22185CA3	48F0E71B	1988 2008	
833DAC35	073E1894	1997 2008	
833DAC35	1084DEF6	1997 2008	
7DA6F7AB	7FFE9B9A	2012 2014	
7DA6F7AB	84DF16DC	2013 2015	
7DA6F7AB	80D5158A	2012 2014	
7DA6F7AB	8290E5F0	2013 2015	
7A55BA9A	7FB9BC69	1991 1994	
7A55BA9A	7D9DEA93	1991 1994	
4C112006	76F3D01F	2012 2014	
80566545	808D1DF4	1994 2010	
80566545	7D8AAF13	1994 2004	
80566545	808C4E78	1994 1997	
80566545	7E265827	1994 2004	
77BEB2FF	5C14F19D	2008 2011	
77BEB2FF	83B057F9	2008 2011	
2ED5E530	7EAD8780	2013 2015	
2ED5E530	7E82BE51	2013 2014	
2ED5E530	7DB87F12	2013 2014	
7E877CE1	7D155F8F	1998 2002	
7E877CE1	78781F39	1998 2002	1998 1999	1998 2000	1998 2000	
01EAE704	79610A77	2000 2002	
39C60689	832257B9	2005 2012	
39C60689	78D9FC35	2005 2015	
39C60689	7AF96802	2005 2010	2005 2012	2005 2010	
7BB5CDFA	80950723	1990 1992	
7BB5CDFA	7BB5CDFA	1990 1992	
7F762ADD	7F6D246E	2012 2013	
809516F2	809516F2	2002 2002	
809516F2	16480956	2002 2002	
7999812C	80981FE5	1990 1996	
7999812C	826228C6	1990 1990	
7999812C	827DBD7F	1988 1994	
7999812C	75D11493	1990 1996	
7999812C	8088B306	1988 1993	
7D04660D	77F0B213	2004 2008	
7D04660D	7DE44E16	2004 2008	
75289FA8	7E2B433D	2014 2015	
75289FA8	5869B046	2014 2015	
75289FA8	801E07D4	2014 2015	
84A4B2A5	797A9911	2015 2015	
7D3C078D	7A118BAC	2007 2012	
7D3C078D	7F1081F6	2007 2012	
558D5D87	7D0293DA	2000 2002	
7EFC2E28	8562E258	2010 2011	
83F22CB2	728788AB	2003 2008	
83F22CB2	78088845	2003 2008	
83F22CB2	216E60E4	2003 2010	
7FEECD6E	80DB8867	1992 1996	
7FEECD6E	83E2390A	1992 1996	
25262BE8	7640E6A8	2007 2010	
25262BE8	77F7D484	2007 2010	
25262BE8	75D82BA0	2007 2010	
7D4B88C7	4B672CDF	1987 1988	
7D4B88C7	8247482F	1987 1988	
84335561	83570430	2005 2011	
84335561	7F76644D	2005 2011	
84335561	83352000	2005 2011	
84335561	7D095A21	2005 2011	
7EA92D33	2B05DCDE	1988 1992	
7EA92D33	0E2BB460	1988 1990	
7EA92D33	794F2F00	1988 1990	
7EA92D33	76D36103	1990 1992	
7EA92D33	7DA7AEF6	1990 1998	
7686F4FC	7DF1801F	2007 2010	
7F53CAD0	7F222E0E	2012 2015	
7F53CAD0	84BB81A2	2012 2015	
7F58715A	80F959EC	2014 2015	
7F58715A	7A118BAC	2014 2015	
7F58715A	8045F9A5	2014 2015	
19B9FC42	808C554D	1997 2005	
19B9FC42	7BB3FFE2	1996 1998	
19B9FC42	81C07812	1996 1998	
19B9FC42	7A171DFA	1997 2005	
7D8B97F7	76D934E8	1997 1998	
7D8825EB	82C05202	1998 2006	
7D8825EB	7D668383	1998 2006	
7D8825EB	7C0825B9	1998 2006	
83EDD639	7EF2B5C2	2010 2013	
83EDD639	7678A5A8	2010 2013	
83EDD639	7E4C5E63	2010 2013	
8020C741	85D411FC	2014 2014	
8020C741	7EE5D112	2014 2014	
8020C741	7FE366CF	2014 2014	
7F17012C	7FB15AFA	2000 2014	
7F17012C	7FA5CD9F	2000 2013	
80948662	09D04E4A	2004 2012	
80948662	80948662	2004 2015	2004 2005	
80948662	7D2DFD4B	2014 2014	
80948662	855CE798	2014 2014	
80E6F091	7D93AEA6	2004 2008	
80E6F091	8030B6C6	2004 2005	
8554E8D1	7D847E4C	1983 1984	
8554E8D1	7EB73E3A	1980 1980	
80C3141D	78A6783D	1994 2010	
80C3141D	757FB5AC	1994 1998	
80C3141D	7D427657	1994 1998	
80E9D133	7F13635F	2007 2008	
03A9A892	7E82BE51	2015 2015	2015 2015	2013 2014	2013 2015	
8476C1EF	7596AEC2	2006 2007	
7C81748A	78DCF45B	2007 2008	2007 2010	
7C81748A	7C0B5A2B	2007 2008	
7C81748A	07336ABC	2007 2010	
79D70258	7518DD89	2011 2014	
80F7F8A0	6F204730	2005 2010	
80F7F8A0	80C8D6F2	2005 2007	
80F7F8A0	8537BA58	2005 2010	
80F7F8A0	809808D3	2005 2012	
7ED0EC37	7F0FE2D2	1991 1996	
7ED0EC37	8272807F	1991 1993	
7ED0EC37	79610A77	1991 1993	
80BEA1F5	83617AF1	1986 1986	
80BEA1F5	298EAB41	1986 1986	
80BEA1F5	79734997	1986 1990	
776DC05D	1354E882	2014 2014	
776DC05D	110A991F	2014 2014	
24FFD844	7E738505	2007 2013	
24FFD844	75EEC1CE	2006 2012	
0960E06E	7F5057F2	1986 1994	
0960E06E	7C338EEB	1986 1993	
0960E06E	054676AC	1987 1990	
0ED910CA	7AA9F169	2000 2011	
0ED910CA	80C8A654	2000 2011	
0AFAB6CA	0AFAB6CA	2014 2014	
401C3D11	7EDF1D46	2005 2008	
401C3D11	8624A5BD	2008 2012	
401C3D11	74B2481D	1994 1998	
401C3D11	292C39AB	1994 2007	
7DF5AD51	007BA2C8	2014 2015	
7DF5AD51	848B99C1	2014 2015	
79C6CD81	7D9FADC7	2008 2013	
79C6CD81	07336ABC	2008 2013	
79C6CD81	7FD716F6	2008 2013	2008 2012	2008 2013	
81345C90	829684D9	2011 2015	
81345C90	02A6572C	2011 2015	
81345C90	77CBF2CF	2011 2015	
81345C90	7EF6C8E3	2011 2015	
80778F04	7EC97366	2012 2014	
80778F04	74157DF7	2012 2014	
80778F04	78553113	2012 2014	
80778F04	7B9CECEB	2012 2014	
80778F04	7E35024D	2012 2014	
8569F7FA	7D7F581A	2007 2014	
8569F7FA	77D05541	2007 2014	
8569F7FA	758339E6	2007 2012	
8569F7FA	170CC1DE	2007 2015	
77EFF49E	8074CAED	2010 2011	
77EFF49E	8225E54B	2007 2008	
77EFF49E	7F87EB38	2010 2012	
77EFF49E	7E6A9CD2	2007 2008	
77EFF49E	7D0E43B9	2010 2011	
77EFF49E	7CB31A76	2010 2012	
814882B7	7D663004	2006 2010	
814882B7	782C7C4D	2012 2014	2006 2008	2006 2006	2008 2011	2008 2010	2007 2008	
856C3EBC	84319108	2010 2011	
77DA0EC9	7E917F64	2002 2002	
808D0B90	7DA6F7AB	2011 2013	
808D0B90	7E812F40	2013 2014	
808D0B90	7F5E35D8	2013 2014	
7E863DAB	07926FD2	2005 2012	
7E863DAB	7D0876B2	2005 2007	
7E863DAB	0B71616C	2005 2007	
7D382EA5	262087DD	2012 2015	
7D382EA5	83CFEEC8	2012 2015	
81797BF1	75678CE2	2013 2014	
81797BF1	793C843A	2013 2014	
0E2BB460	7FDCE91A	1990 1997	
7557B841	558D5D87	2000 2002	
7FF5B905	81306A4E	1990 1991	
7FF5B905	036A7356	1990 2011	
7FF5B905	7FF5B905	1990 1991	
7E5D6CF5	7EFD7BE1	2004 2005	
7E5D6CF5	7F18BB55	2004 2005	
06D85661	86260CB7	2005 2008	
06D85661	8639A264	2005 2014	
7A965DF6	8021E6BA	2011 2012	
7F1C60B6	7F1C60B6	1987 1987	
7F1C60B6	81B8F02B	1993 1994	
7F275809	078A8EA9	2004 2005	
7E94CD51	77470AFD	2011 2013	
7E94CD51	80B3C49C	2011 2013	
7E94CD51	80702584	2011 2013	
2818B2C8	04F83782	2008 2010	
2818B2C8	7DA2298F	2008 2013	
78A20064	76F3D01F	2005 2014	
78A20064	0F813F0C	2005 2014	
78A20064	84C290BA	2005 2006	
7D1717C8	7DFC9257	2011 2015	
7D1717C8	7D1D9836	2011 2015	
75403E9A	2958B1FE	1982 1991	
75403E9A	05E27215	1982 1990	
777E1FA7	8035DFE6	2010 2010	
777E1FA7	8538C8B7	2010 2013	
777E1FA7	0B9267A4	2010 2011	
777E1FA7	7A118BAC	2010 2012	
0A9F6444	76F3D01F	2000 2014	
7F107D3F	02BB3435	2012 2014	
7F107D3F	28BB7B2F	2012 2014	2012 2014	
7F107D3F	8639FBEC	2012 2013	
82EF5B8E	7FA8F055	2012 2013	
82EF5B8E	805BF4CE	2012 2013	
82EF5B8E	80DCC7AE	2012 2013	
78D1D752	0DF183CF	1990 2007	
78D1D752	03712938	1990 1994	
48540573	81E546DA	2007 2007	
48540573	4844CD7A	2007 2011	
852F660C	808D1DF4	2010 2011	
852F660C	7F6A9288	2010 2011	
86210DCE	86210DCE	1996 1997	1997 1997	
08C27957	7AC7C77D	2008 2010	
08C27957	81D1D5E7	2008 2010	
7E68D76F	7F107D3F	2011 2012	
7E68D76F	28BB7B2F	2011 2012	2011 2014	
7EA354D1	8637B527	2007 2008	
7EA354D1	7EC97366	2007 2008	
7EB009FE	806C1448	2008 2010	2006 2008	
7EB009FE	6F6F3BE8	2008 2014	2006 2014	2006 2012	
7EB009FE	7EB009FE	2006 2008	
6592A6B9	83766F28	2014 2014	
7F937723	777DBB92	1982 1984	
7F937723	75A2970B	1982 1984	
7E45E5A8	7FFB607D	1998 2010	
7E45E5A8	7F7AF17D	1998 2005	
7E45E5A8	1102828E	1998 2007	
8126BC99	803BEDCD	2011 2014	
8126BC99	80D45A61	2011 2014	
8126BC99	813BC0A6	2011 2014	
8126BC99	78EBC689	2011 2014	
84C1B3A5	7B6EEEAE	1993 1996	
014D8770	033B4D27	2006 2010	
014D8770	83351A8B	2006 2014	
014D8770	8547D051	1994 1999	
014D8770	50BA9834	1994 1999	
0B6B4195	0B6B4195	2015 2015	
7D3C659A	7E917F64	2002 2002	
7D3C659A	0757F7CE	2002 2002	
7EFDFA75	7F373135	1998 1998	
7EFDFA75	7F08F36E	1998 1998	1998 1998	
7EFDFA75	801FF368	1998 1999	
7D7C2CE4	7B874E6A	2011 2012	
7D7C2CE4	5F84A355	2011 2012	
86358C36	804891BD	1980 1982	
782922F6	75C3EDDD	1997 1999	1997 1999	
782922F6	281AF80E	1997 1999	
7F85A281	8615AD85	2011 2011	
7F85A281	7D1C2FC7	2011 2011	
762C4100	84315F6C	2008 2011	
812490A7	82A397CB	1998 1998	
812490A7	77D855C4	1998 1998	
7523B8BE	37E69F81	2002 2011	
7523B8BE	7523B8BE	2002 2011	
7523B8BE	7F020024	2002 2004	
7F7B902B	7C724F75	2004 2011	
7F7B902B	2C0834FC	2004 2011	
7F7B902B	7F5DA32B	2007 2012	
7F7B902B	311655DC	2004 2011	
75671191	7851D001	2013 2014	
75671191	7E7A5E3F	2013 2014	
7ED97923	7E15C49A	2015 2015	
7ED97923	7C21D72A	2015 2015	
849555CC	7EDB1DE0	2012 2015	
849555CC	04CA978F	2012 2014	2012 2014	
849555CC	7E7853FE	2012 2015	
13F401AD	80A7D600	2008 2013	
13F401AD	7524ECD6	2005 2012	
84EC8C4D	729B7082	2000 2004	
84EC8C4D	7AFAE046	2000 2004	
84EC8C4D	807ACA0B	2000 2002	
84EC8C4D	7F456B84	2006 2008	
00AE1A29	7CA6EE7C	2015 2015	
00AE1A29	7F68B2D8	2015 2015	
7F2EDF3D	83E2390A	1992 1996	
7F2EDF3D	07D1F319	2005 2006	
86053435	2982DC12	1989 1991	
86053435	806B976F	1989 1992	
86053435	0F0FD404	1989 1991	1989 1992	
80834D74	1065C12F	2006 2007	
80B4B320	04A7FD03	2014 2015	
80B4B320	77DE3E95	2014 2015	
7B3A24F8	77E9118B	1994 2014	
7B3A24F8	7DAA6748	1994 1997	
7F14579B	7E67ADAB	1999 2007	
7F6A1CF0	849D7A25	2006 2008	
69B37F06	7DA9E514	2001 2001	
69B37F06	0056D99D	2001 2001	
69B37F06	78200A39	2001 2001	
4D25EB8A	7587BFE2	2010 2013	
4D25EB8A	7BF53B36	2010 2013	
4D25EB8A	84CC3674	2010 2013	
7C267C1C	81BE1E7A	1998 1999	
7E752103	7BD0FA4A	2006 2010	
7E752103	8004017D	2006 2010	
82B33CB0	7F4F34C7	2004 2005	
82B33CB0	84B6214B	2004 2005	
80BDFBDD	7D53FA22	2002 2005	2002 2004	
11B38099	7DF1CAFD	2013 2014	2013 2015	
11B38099	782C7C4D	2013 2014	
78F410E3	8624A5BD	1986 2012	
78F410E3	816CC623	1986 1990	
78F410E3	7D4771B3	1986 2012	
78F410E3	7524ECD6	1986 2012	
78F410E3	7E6716E6	1986 1996	
7B01F477	8556CD30	2007 2012	
7E67353B	8312C150	1992 1994	
7E67353B	7E97B4A3	1992 2007	
7E67353B	73D2F7FC	1992 1996	
7E67353B	7BF9F2C6	1992 1996	
815A7D70	7F5DA32B	2007 2012	
815A7D70	4844CD7A	2007 2011	
815A7D70	815A7D70	2007 2008	
815A7D70	7A118BAC	2007 2012	2007 2011	
7C080164	7F318F3B	1998 1998	
7C080164	7E7EBA0C	1998 1998	
7C080164	7F119A13	1998 1998	
7D1AB532	7E808425	2002 2006	
7D1AB532	7B18A212	2002 2004	
7D1AB532	828D84C5	2002 2004	
7D1AB532	801FDDAB	2002 2006	
7D1AB532	8003D90F	2002 2006	
7D1AB532	8099A102	2002 2006	
7D1AB532	7206B98B	2002 2004	
7FAD99A5	0FB0613C	2001 2001	
7FAD99A5	0056D99D	2001 2001	
7FAD99A5	78200A39	2001 2001	
7A53F2BE	1D2A14B4	2013 2014	
01158236	01158236	2008 2010	
01158236	7681C4AA	2008 2010	
83341BF3	7D82CAC5	2012 2014	
83341BF3	7FE92F94	2012 2013	
83341BF3	8028C0E5	2012 2014	
85ED2FAC	815EF5E9	2014 2012	
85ED2FAC	7DBB5748	2014 2012	
85ED2FAC	7FCE7F3E	2014 2012	
784E0789	7D07CC31	2014 2014	
784E0789	767860DC	2014 2014	
784E0789	7FADC970	2006 2008	
0FBF5638	41B40D76	2007 2012	
7BEE4177	7E7A5E3F	2013 2014	
7B9AB8A7	8014368F	2004 2011	
7B9AB8A7	7C724F75	2004 2011	
7B9AB8A7	7DF1A1C9	2004 2011	
